Período,Região,Estado,Linhagens relevantes,Quantidade,Percentual_Frequency,Variante
2021-11-01,Centro-oeste,Distrito Federal,BA.1.* (Omicron),2,1.5873015873015872,Omicron
2021-11-01,Centro-oeste,Goiás,B.1.617.2+AY.* (Delta),329,99.39577039274926,Delta
2021-11-01,Centro-oeste,Goiás,P.1.* (Gama),2,0.6042296072507553,Gama
2021-11-01,Centro-oeste,Mato Grosso,B.1.617.2+AY.* (Delta),7,100.0,Delta
2021-11-01,Centro-oeste,Mato Grosso do Sul,B.1.617.2+AY.* (Delta),162,99.38650306748467,Delta
2021-11-01,Centro-oeste,Mato Grosso do Sul,P.1.* (Gama),1,0.6134969325153374,Gama
2021-11-01,Nordeste,Alagoas,B.1.617.2+AY.* (Delta),130,99.23664122137404,Delta
2021-11-01,Nordeste,Alagoas,P.1.* (Gama),1,0.7633587786259541,Gama
2021-11-01,Nordeste,Bahia,B.1.617.2+AY.* (Delta),354,100.0,Delta
2021-11-01,Nordeste,Ceará,B.1.617.2+AY.* (Delta),429,99.76744186046511,Delta
2021-11-01,Nordeste,Ceará,BA.1.* (Omicron),1,0.23255813953488372,Omicron
2021-11-01,Nordeste,Maranhão,B.1.617.2+AY.* (Delta),3,100.0,Delta
2021-11-01,Nordeste,Paraíba,B.1.617.2+AY.* (Delta),169,100.0,Delta
2021-11-01,Nordeste,Pernambuco,B.1.617.2+AY.* (Delta),314,99.68253968253968,Delta
2021-11-01,Nordeste,Pernambuco,BA.1.* (Omicron),1,0.31746031746031744,Omicron
2021-11-01,Nordeste,Piauí,B.1.617.2+AY.* (Delta),38,97.43589743589743,Delta
2021-11-01,Nordeste,Piauí,P.1.* (Gama),1,2.564102564102564,Gama
2021-11-01,Nordeste,Rio Grande do Norte,B.1.617.2+AY.* (Delta),85,96.5909090909091,Delta
2021-11-01,Nordeste,Rio Grande do Norte,BA.2.* (Omicron),1,1.1363636363636365,Omicron
2021-11-01,Nordeste,Rio Grande do Norte,Outras,1,1.1363636363636365,Outras
2021-11-01,Nordeste,Rio Grande do Norte,P.1.* (Gama),1,1.1363636363636365,Gama
2021-11-01,Nordeste,Sergipe,B.1.617.2+AY.* (Delta),9,100.0,Delta
2021-11-01,Norte,Acre,B.1.617.2+AY.* (Delta),32,100.0,Delta
2021-11-01,Norte,Amapá,B.1.617.2+AY.* (Delta),51,98.07692307692307,Delta
2021-11-01,Norte,Amapá,P.1.* (Gama),1,1.9230769230769231,Gama
2021-11-01,Norte,Amazonas,B.1.617.2+AY.* (Delta),312,95.70552147239265,Delta
2021-11-01,Norte,Amazonas,P.1.* (Gama),14,4.294478527607362,Gama
2021-11-01,Norte,Pará,B.1.617.2+AY.* (Delta),309,99.35691318327974,Delta
2021-11-01,Norte,Pará,P.1.* (Gama),2,0.6430868167202572,Gama
2021-11-01,Norte,Rondônia,B.1.617.2+AY.* (Delta),94,98.94736842105263,Delta
2021-11-01,Norte,Rondônia,BA.1.* (Omicron),1,1.0526315789473684,Omicron
2021-11-01,Norte,Roraima,B.1.617.2+AY.* (Delta),5,100.0,Delta
2021-11-01,Norte,Tocantins,B.1.617.2+AY.* (Delta),208,99.52153110047847,Delta
2021-11-01,Norte,Tocantins,P.1.* (Gama),1,0.4784688995215311,Gama
2021-11-01,Sudeste,Espírito Santo,B.1.617.2+AY.* (Delta),226,99.55947136563876,Delta
2021-11-01,Sudeste,Espírito Santo,BA.1.* (Omicron),1,0.4405286343612335,Omicron
2021-11-01,Sudeste,Minas Gerais,B.1.617.2+AY.* (Delta),301,97.09677419354838,Delta
2021-11-01,Sudeste,Minas Gerais,BA.1.* (Omicron),8,2.5806451612903225,Omicron
2021-11-01,Sudeste,Minas Gerais,P.1.* (Gama),1,0.3225806451612903,Gama
2021-11-01,Sudeste,Rio de Janeiro,B.1.617.2+AY.* (Delta),838,99.40688018979834,Delta
2021-11-01,Sudeste,Rio de Janeiro,Outras,2,0.2372479240806643,Outras
2021-11-01,Sudeste,Rio de Janeiro,P.1.* (Gama),3,0.3558718861209964,Gama
2021-11-01,Sudeste,São Paulo,B.1.617.2+AY.* (Delta),4453,99.57513416815742,Delta
2021-11-01,Sudeste,São Paulo,BA.1.* (Omicron),6,0.13416815742397137,Omicron
2021-11-01,Sudeste,São Paulo,BA.2.* (Omicron),1,0.022361359570661897,Omicron
2021-11-01,Sudeste,São Paulo,Outras,2,0.044722719141323794,Outras
2021-11-01,Sudeste,São Paulo,P.1.* (Gama),10,0.22361359570661896,Gama
2021-11-01,Sul,Paraná,B.1.617.2+AY.* (Delta),518,99.61538461538461,Delta
2021-11-01,Sul,Paraná,BA.1.* (Omicron),1,0.19230769230769232,Omicron
2021-11-01,Sul,Paraná,Outras,1,0.19230769230769232,Outras
2021-11-01,Sul,Rio Grande do Sul,B.1.617.2+AY.* (Delta),113,85.60606060606061,Delta
2021-11-01,Sul,Rio Grande do Sul,BA.1.* (Omicron),16,12.121212121212121,Omicron
2021-11-01,Sul,Rio Grande do Sul,P.1.* (Gama),3,2.272727272727273,Gama
2021-11-01,Sul,Santa Catarina,B.1.617.2+AY.* (Delta),779,100.0,Delta
2022-11-01,Centro-oeste,Distrito Federal,BA.2.* (Omicron),1,0.6329113924050633,Omicron
2022-11-01,Centro-oeste,Distrito Federal,BA.5.* (Omicron),141,89.24050632911393,Omicron
2022-11-01,Centro-oeste,Distrito Federal,Outras,13,8.227848101265822,Outras
2022-11-01,Centro-oeste,Distrito Federal,Outras,3,1.89873417721519,Omicron
2022-11-01,Centro-oeste,Goiás,BA.2.* (Omicron),1,0.9090909090909091,Omicron
2022-11-01,Centro-oeste,Goiás,BA.4.* (Omicron),1,0.9090909090909091,Omicron
2022-11-01,Centro-oeste,Goiás,BA.5.* (Omicron),101,91.81818181818183,Omicron
2022-11-01,Centro-oeste,Goiás,Outras,6,5.454545454545454,Outras
2022-11-01,Centro-oeste,Goiás,Outras,1,0.9090909090909091,Omicron
2022-11-01,Centro-oeste,Mato Grosso,BA.5.* (Omicron),41,78.84615384615384,Omicron
2022-11-01,Centro-oeste,Mato Grosso,Outras,6,11.538461538461538,Outras
2022-11-01,Centro-oeste,Mato Grosso,Outras,5,9.615384615384617,Omicron
2022-11-01,Centro-oeste,Mato Grosso do Sul,BA.4.* (Omicron),1,1.5873015873015872,Omicron
2022-11-01,Centro-oeste,Mato Grosso do Sul,BA.5.* (Omicron),61,96.82539682539682,Omicron
2022-11-01,Centro-oeste,Mato Grosso do Sul,Outras,1,1.5873015873015872,Omicron
2022-11-01,Nordeste,Alagoas,BA.5.* (Omicron),56,96.55172413793103,Omicron
2022-11-01,Nordeste,Alagoas,Outras,2,3.4482758620689653,Outras
2022-11-01,Nordeste,Bahia,BA.2.* (Omicron),2,0.5249343832020997,Omicron
2022-11-01,Nordeste,Bahia,BA.4.* (Omicron),5,1.3123359580052494,Omicron
2022-11-01,Nordeste,Bahia,BA.5.* (Omicron),359,94.22572178477691,Omicron
2022-11-01,Nordeste,Bahia,Outras,3,0.7874015748031495,Outras
2022-11-01,Nordeste,Bahia,Outras,12,3.149606299212598,Omicron
2022-11-01,Nordeste,Ceará,BA.4.* (Omicron),4,1.520912547528517,Omicron
2022-11-01,Nordeste,Ceará,BA.5.* (Omicron),252,95.81749049429658,Omicron
2022-11-01,Nordeste,Ceará,Outras,4,1.520912547528517,Outras
2022-11-01,Nordeste,Ceará,Outras,3,1.1406844106463878,Omicron
2022-11-01,Nordeste,Maranhão,BA.2.* (Omicron),1,0.8264462809917356,Omicron
2022-11-01,Nordeste,Maranhão,BA.5.* (Omicron),120,99.17355371900827,Omicron
2022-11-01,Nordeste,Paraíba,BA.4.* (Omicron),2,0.6666666666666667,Omicron
2022-11-01,Nordeste,Paraíba,BA.5.* (Omicron),298,99.33333333333333,Omicron
2022-11-01,Nordeste,Pernambuco,BA.2.* (Omicron),2,0.2079002079002079,Omicron
2022-11-01,Nordeste,Pernambuco,BA.5.* (Omicron),943,98.02494802494802,Omicron
2022-11-01,Nordeste,Pernambuco,Outras,15,1.5592515592515594,Outras
2022-11-01,Nordeste,Pernambuco,Outras,2,0.2079002079002079,Omicron
2022-11-01,Nordeste,Piauí,BA.5.* (Omicron),23,100.0,Omicron
2022-11-01,Nordeste,Rio Grande do Norte,BA.5.* (Omicron),121,100.0,Omicron
2022-11-01,Nordeste,Sergipe,BA.4.* (Omicron),1,1.0526315789473684,Omicron
2022-11-01,Nordeste,Sergipe,BA.5.* (Omicron),90,94.73684210526315,Omicron
2022-11-01,Nordeste,Sergipe,Outras,4,4.2105263157894735,Outras
2022-11-01,Norte,Acre,BA.5.* (Omicron),52,98.11320754716981,Omicron
2022-11-01,Norte,Acre,Outras,1,1.8867924528301887,Outras
2022-11-01,Norte,Amapá,BA.5.* (Omicron),66,97.05882352941177,Omicron
2022-11-01,Norte,Amapá,Outras,2,2.941176470588235,Omicron
2022-11-01,Norte,Amazonas,BA.5.* (Omicron),522,99.61832061068702,Omicron
2022-11-01,Norte,Amazonas,Outras,1,0.19083969465648853,Outras
2022-11-01,Norte,Amazonas,Outras,1,0.19083969465648853,Omicron
2022-11-01,Norte,Pará,BA.4.* (Omicron),1,1.639344262295082,Omicron
2022-11-01,Norte,Pará,BA.5.* (Omicron),57,93.44262295081968,Omicron
2022-11-01,Norte,Pará,Outras,1,1.639344262295082,Outras
2022-11-01,Norte,Pará,Outras,2,3.278688524590164,Omicron
2022-11-01,Norte,Rondônia,BA.5.* (Omicron),12,92.3076923076923,Omicron
2022-11-01,Norte,Rondônia,Outras,1,7.6923076923076925,Omicron
2022-11-01,Norte,Roraima,BA.5.* (Omicron),9,100.0,Omicron
2022-11-01,Norte,Tocantins,BA.4.* (Omicron),1,1.36986301369863,Omicron
2022-11-01,Norte,Tocantins,BA.5.* (Omicron),69,94.52054794520548,Omicron
2022-11-01,Norte,Tocantins,Outras,2,2.73972602739726,Outras
2022-11-01,Norte,Tocantins,Outras,1,1.36986301369863,Omicron
2022-11-01,Sudeste,Espírito Santo,BA.4.* (Omicron),5,5.617977528089887,Omicron
2022-11-01,Sudeste,Espírito Santo,BA.5.* (Omicron),79,88.76404494382022,Omicron
2022-11-01,Sudeste,Espírito Santo,Outras,3,3.3707865168539324,Outras
2022-11-01,Sudeste,Espírito Santo,Outras,2,2.247191011235955,Omicron
2022-11-01,Sudeste,Minas Gerais,BA.2.* (Omicron),1,0.10351966873706005,Omicron
2022-11-01,Sudeste,Minas Gerais,BA.4.* (Omicron),23,2.380952380952381,Omicron
2022-11-01,Sudeste,Minas Gerais,BA.5.* (Omicron),854,88.40579710144928,Omicron
2022-11-01,Sudeste,Minas Gerais,Outras,84,8.695652173913043,Outras
2022-11-01,Sudeste,Minas Gerais,Outras,4,0.4140786749482402,Omicron
2022-11-01,Sudeste,Rio de Janeiro,BA.1.* (Omicron),3,0.17533606078316774,Omicron
2022-11-01,Sudeste,Rio de Janeiro,BA.2.* (Omicron),2,0.11689070718877849,Omicron
2022-11-01,Sudeste,Rio de Janeiro,BA.4.* (Omicron),86,5.026300409117475,Omicron
2022-11-01,Sudeste,Rio de Janeiro,BA.5.* (Omicron),1475,86.20689655172413,Omicron
2022-11-01,Sudeste,Rio de Janeiro,Outras,122,7.130333138515487,Outras
2022-11-01,Sudeste,Rio de Janeiro,Outras,23,1.3442431326709527,Omicron
2022-11-01,Sudeste,São Paulo,BA.2.* (Omicron),6,0.29311187103077674,Omicron
2022-11-01,Sudeste,São Paulo,BA.4.* (Omicron),41,2.0029311187103076,Omicron
2022-11-01,Sudeste,São Paulo,BA.5.* (Omicron),1894,92.52564728871519,Omicron
2022-11-01,Sudeste,São Paulo,Outras,64,3.126526624328285,Outras
2022-11-01,Sudeste,São Paulo,Outras,42,2.051783097215437,Omicron
2022-11-01,Sul,Paraná,BA.1.* (Omicron),1,0.33222591362126247,Omicron
2022-11-01,Sul,Paraná,BA.4.* (Omicron),9,2.990033222591362,Omicron
2022-11-01,Sul,Paraná,BA.5.* (Omicron),256,85.04983388704319,Omicron
2022-11-01,Sul,Paraná,Outras,27,8.970099667774086,Outras
2022-11-01,Sul,Paraná,Outras,8,2.6578073089700998,Omicron
2022-11-01,Sul,Rio Grande do Sul,BA.4.* (Omicron),10,4.651162790697675,Omicron
2022-11-01,Sul,Rio Grande do Sul,BA.5.* (Omicron),196,91.16279069767442,Omicron
2022-11-01,Sul,Rio Grande do Sul,Outras,7,3.255813953488372,Outras
2022-11-01,Sul,Rio Grande do Sul,Outras,2,0.9302325581395349,Omicron
2022-11-01,Sul,Santa Catarina,BA.1.* (Omicron),2,0.5434782608695652,Omicron
2022-11-01,Sul,Santa Catarina,BA.4.* (Omicron),16,4.3478260869565215,Omicron
2022-11-01,Sul,Santa Catarina,BA.5.* (Omicron),323,87.77173913043478,Omicron
2022-11-01,Sul,Santa Catarina,Outras,15,4.076086956521739,Outras
2022-11-01,Sul,Santa Catarina,Outras,12,3.260869565217391,Omicron
2023-11-01,Centro-oeste,Distrito Federal,Outras,34,82.92682926829268,Omicron
2023-11-01,Centro-oeste,Distrito Federal,Outras,1,2.4390243902439024,Omicron
2023-11-01,Centro-oeste,Distrito Federal,Outras,1,2.4390243902439024,Outras
2023-11-01,Centro-oeste,Distrito Federal,Outras,5,12.195121951219512,Omicron
2023-11-01,Centro-oeste,Goiás,BA.5.* (Omicron),2,2.857142857142857,Omicron
2023-11-01,Centro-oeste,Goiás,Outras,60,85.71428571428571,Omicron
2023-11-01,Centro-oeste,Goiás,Outras,2,2.857142857142857,Outras
2023-11-01,Centro-oeste,Goiás,Outras,6,8.571428571428571,Omicron
2023-11-01,Centro-oeste,Mato Grosso,Outras,1,100.0,Omicron
2023-11-01,Centro-oeste,Mato Grosso do Sul,Outras,44,64.70588235294117,Omicron
2023-11-01,Centro-oeste,Mato Grosso do Sul,Outras,4,5.88235294117647,Outras
2023-11-01,Centro-oeste,Mato Grosso do Sul,Outras,2,2.941176470588235,Omicron
2023-11-01,Centro-oeste,Mato Grosso do Sul,Outras,18,26.47058823529412,Omicron
2023-11-01,Nordeste,Alagoas,Outras,38,77.55102040816327,Omicron
2023-11-01,Nordeste,Alagoas,Outras,3,6.122448979591836,Omicron
2023-11-01,Nordeste,Alagoas,Outras,8,16.3265306122449,Omicron
2023-11-01,Nordeste,Bahia,Outras,1,0.7936507936507936,Omicron
2023-11-01,Nordeste,Bahia,Outras,88,69.84126984126983,Omicron
2023-11-01,Nordeste,Bahia,Outras,1,0.7936507936507936,Omicron
2023-11-01,Nordeste,Bahia,Outras,13,10.317460317460316,Outras
2023-11-01,Nordeste,Bahia,Outras,1,0.7936507936507936,Omicron
2023-11-01,Nordeste,Bahia,Outras,22,17.46031746031746,Omicron
2023-11-01,Nordeste,Ceará,Outras,23,10.0,Omicron
2023-11-01,Nordeste,Ceará,Outras,204,88.69565217391305,Omicron
2023-11-01,Nordeste,Ceará,Outras,1,0.43478260869565216,Outras
2023-11-01,Nordeste,Ceará,Outras,2,0.8695652173913043,Omicron
2023-11-01,Nordeste,Maranhão,Outras,8,32.0,Omicron
2023-11-01,Nordeste,Maranhão,Outras,2,8.0,Omicron
2023-11-01,Nordeste,Maranhão,Outras,1,4.0,Outras
2023-11-01,Nordeste,Maranhão,Outras,14,56.00000000000001,Omicron
2023-11-01,Nordeste,Paraíba,Outras,15,25.862068965517242,Omicron
2023-11-01,Nordeste,Paraíba,Outras,10,17.24137931034483,Omicron
2023-11-01,Nordeste,Paraíba,Outras,1,1.7241379310344827,Outras
2023-11-01,Nordeste,Paraíba,Outras,32,55.172413793103445,Omicron
2023-11-01,Nordeste,Pernambuco,Outras,33,68.75,Omicron
2023-11-01,Nordeste,Pernambuco,Outras,1,2.083333333333333,Omicron
2023-11-01,Nordeste,Pernambuco,Outras,14,29.166666666666668,Omicron
2023-11-01,Nordeste,Rio Grande do Norte,Outras,4,16.666666666666664,Omicron
2023-11-01,Nordeste,Rio Grande do Norte,Outras,1,4.166666666666666,Outras
2023-11-01,Nordeste,Rio Grande do Norte,Outras,19,79.16666666666666,Omicron
2023-11-01,Nordeste,Sergipe,Outras,14,77.77777777777779,Omicron
2023-11-01,Nordeste,Sergipe,Outras,1,5.555555555555555,Omicron
2023-11-01,Nordeste,Sergipe,Outras,3,16.666666666666664,Omicron
2023-11-01,Norte,Acre,Outras,46,85.18518518518519,Omicron
2023-11-01,Norte,Acre,Outras,4,7.4074074074074066,Outras
2023-11-01,Norte,Acre,Outras,4,7.4074074074074066,Omicron
2023-11-01,Norte,Amapá,Outras,1,50.0,Omicron
2023-11-01,Norte,Amapá,Outras,1,50.0,Omicron
2023-11-01,Norte,Amazonas,Outras,3,100.0,Omicron
2023-11-01,Norte,Pará,Outras,13,81.25,Omicron
2023-11-01,Norte,Pará,Outras,1,6.25,Outras
2023-11-01,Norte,Pará,Outras,2,12.5,Omicron
2023-11-01,Norte,Roraima,Outras,1,100.0,Omicron
2023-11-01,Norte,Tocantins,Outras,15,78.94736842105263,Omicron
2023-11-01,Norte,Tocantins,Outras,1,5.263157894736842,Omicron
2023-11-01,Norte,Tocantins,Outras,3,15.789473684210526,Omicron
2023-11-01,Sudeste,Espírito Santo,Outras,53,52.475247524752476,Omicron
2023-11-01,Sudeste,Espírito Santo,Outras,1,0.9900990099009901,Omicron
2023-11-01,Sudeste,Espírito Santo,Outras,8,7.920792079207921,Outras
2023-11-01,Sudeste,Espírito Santo,Outras,39,38.613861386138616,Omicron
2023-11-01,Sudeste,Minas Gerais,BA.2.* (Omicron),1,0.9009009009009009,Omicron
2023-11-01,Sudeste,Minas Gerais,Outras,48,43.24324324324324,Omicron
2023-11-01,Sudeste,Minas Gerais,Outras,4,3.6036036036036037,Outras
2023-11-01,Sudeste,Minas Gerais,Outras,3,2.7027027027027026,Omicron
2023-11-01,Sudeste,Minas Gerais,Outras,55,49.549549549549546,Omicron
2023-11-01,Sudeste,Rio de Janeiro,Outras,30,39.473684210526315,Omicron
2023-11-01,Sudeste,Rio de Janeiro,Outras,8,10.526315789473683,Outras
2023-11-01,Sudeste,Rio de Janeiro,Outras,5,6.578947368421052,Omicron
2023-11-01,Sudeste,Rio de Janeiro,Outras,33,43.42105263157895,Omicron
2023-11-01,Sudeste,São Paulo,Outras,47,48.95833333333333,Omicron
2023-11-01,Sudeste,São Paulo,Outras,9,9.375,Outras
2023-11-01,Sudeste,São Paulo,Outras,40,41.66666666666667,Omicron
2023-11-01,Sul,Paraná,Outras,2,4.651162790697675,Omicron
2023-11-01,Sul,Paraná,Outras,22,51.162790697674424,Omicron
2023-11-01,Sul,Paraná,Outras,5,11.627906976744185,Outras
2023-11-01,Sul,Paraná,Outras,14,32.55813953488372,Omicron
2023-11-01,Sul,Rio Grande do Sul,Outras,3,4.0,Omicron
2023-11-01,Sul,Rio Grande do Sul,Outras,24,32.0,Omicron
2023-11-01,Sul,Rio Grande do Sul,Outras,2,2.666666666666667,Omicron
2023-11-01,Sul,Rio Grande do Sul,Outras,11,14.666666666666666,Outras
2023-11-01,Sul,Rio Grande do Sul,Outras,1,1.3333333333333335,Omicron
2023-11-01,Sul,Rio Grande do Sul,Outras,34,45.33333333333333,Omicron
2023-11-01,Sul,Santa Catarina,BA.2.* (Omicron),1,0.8333333333333334,Omicron
2023-11-01,Sul,Santa Catarina,Outras,49,40.833333333333336,Omicron
2023-11-01,Sul,Santa Catarina,Outras,10,8.333333333333332,Outras
2023-11-01,Sul,Santa Catarina,Outras,3,2.5,Omicron
2023-11-01,Sul,Santa Catarina,Outras,57,47.5,Omicron
2020-10-01,Centro-oeste,Distrito Federal,Outras,33,100.0,Outras
2020-10-01,Centro-oeste,Goiás,Outras,5,83.33333333333334,Outras
2020-10-01,Centro-oeste,Goiás,P.1.* (Gama),1,16.666666666666664,Gama
2020-10-01,Centro-oeste,Mato Grosso do Sul,Outras,32,100.0,Outras
2020-10-01,Nordeste,Bahia,Outras,151,100.0,Outras
2020-10-01,Nordeste,Ceará,Outras,3,75.0,Outras
2020-10-01,Nordeste,Ceará,P.1.* (Gama),1,25.0,Gama
2020-10-01,Nordeste,Paraíba,Outras,7,100.0,Outras
2020-10-01,Nordeste,Pernambuco,Outras,122,100.0,Outras
2020-10-01,Nordeste,Piauí,Outras,4,100.0,Outras
2020-10-01,Nordeste,Rio Grande do Norte,Outras,15,100.0,Outras
2020-10-01,Norte,Acre,Outras,1,100.0,Outras
2020-10-01,Norte,Amazonas,Outras,16,100.0,Outras
2020-10-01,Norte,Pará,Outras,14,82.35294117647058,Outras
2020-10-01,Norte,Pará,P.1.* (Gama),3,17.647058823529413,Gama
2020-10-01,Norte,Tocantins,Outras,9,100.0,Outras
2020-10-01,Sudeste,Espírito Santo,Outras,15,100.0,Outras
2020-10-01,Sudeste,Minas Gerais,Outras,17,100.0,Outras
2020-10-01,Sudeste,Rio de Janeiro,Outras,119,100.0,Outras
2020-10-01,Sudeste,São Paulo,B.1.617.2+AY.* (Delta),2,0.7142857142857143,Delta
2020-10-01,Sudeste,São Paulo,Outras,276,98.57142857142858,Outras
2020-10-01,Sudeste,São Paulo,P.1.* (Gama),2,0.7142857142857143,Gama
2020-10-01,Sul,Paraná,Outras,46,100.0,Outras
2020-10-01,Sul,Rio Grande do Sul,Outras,120,100.0,Outras
2020-10-01,Sul,Santa Catarina,Outras,6,100.0,Outras
2021-10-01,Centro-oeste,Distrito Federal,B.1.617.2+AY.* (Delta),159,99.375,Delta
2021-10-01,Centro-oeste,Distrito Federal,P.1.* (Gama),1,0.625,Gama
2021-10-01,Centro-oeste,Goiás,B.1.617.2+AY.* (Delta),418,95.4337899543379,Delta
2021-10-01,Centro-oeste,Goiás,P.1.* (Gama),20,4.5662100456621,Gama
2021-10-01,Centro-oeste,Mato Grosso,B.1.617.2+AY.* (Delta),8,100.0,Delta
2021-10-01,Centro-oeste,Mato Grosso do Sul,B.1.617.2+AY.* (Delta),98,93.33333333333333,Delta
2021-10-01,Centro-oeste,Mato Grosso do Sul,P.1.* (Gama),7,6.666666666666667,Gama
2021-10-01,Nordeste,Alagoas,B.1.617.2+AY.* (Delta),260,99.23664122137404,Delta
2021-10-01,Nordeste,Alagoas,Outras,1,0.38167938931297707,Outras
2021-10-01,Nordeste,Alagoas,P.1.* (Gama),1,0.38167938931297707,Gama
2021-10-01,Nordeste,Bahia,B.1.617.2+AY.* (Delta),243,100.0,Delta
2021-10-01,Nordeste,Ceará,B.1.617.2+AY.* (Delta),459,97.45222929936305,Delta
2021-10-01,Nordeste,Ceará,P.1.* (Gama),12,2.547770700636943,Gama
2021-10-01,Nordeste,Maranhão,B.1.617.2+AY.* (Delta),2,100.0,Delta
2021-10-01,Nordeste,Paraíba,B.1.617.2+AY.* (Delta),349,98.58757062146893,Delta
2021-10-01,Nordeste,Paraíba,P.1.* (Gama),5,1.4124293785310735,Gama
2021-10-01,Nordeste,Pernambuco,B.1.617.2+AY.* (Delta),372,98.6737400530504,Delta
2021-10-01,Nordeste,Pernambuco,P.1.* (Gama),5,1.3262599469496021,Gama
2021-10-01,Nordeste,Piauí,B.1.617.2+AY.* (Delta),29,96.66666666666667,Delta
2021-10-01,Nordeste,Piauí,P.1.* (Gama),1,3.3333333333333335,Gama
2021-10-01,Nordeste,Rio Grande do Norte,B.1.617.2+AY.* (Delta),29,82.85714285714286,Delta
2021-10-01,Nordeste,Rio Grande do Norte,P.1.* (Gama),6,17.142857142857142,Gama
2021-10-01,Nordeste,Sergipe,B.1.617.2+AY.* (Delta),29,100.0,Delta
2021-10-01,Norte,Acre,B.1.617.2+AY.* (Delta),20,100.0,Delta
2021-10-01,Norte,Amapá,B.1.617.2+AY.* (Delta),93,100.0,Delta
2021-10-01,Norte,Amazonas,B.1.617.2+AY.* (Delta),177,85.92233009708737,Delta
2021-10-01,Norte,Amazonas,P.1.* (Gama),29,14.077669902912621,Gama
2021-10-01,Norte,Pará,B.1.617.2+AY.* (Delta),256,90.45936395759718,Delta
2021-10-01,Norte,Pará,Outras,4,1.4134275618374559,Outras
2021-10-01,Norte,Pará,P.1.* (Gama),23,8.12720848056537,Gama
2021-10-01,Norte,Rondônia,B.1.617.2+AY.* (Delta),110,99.09909909909909,Delta
2021-10-01,Norte,Rondônia,P.1.* (Gama),1,0.9009009009009009,Gama
2021-10-01,Norte,Roraima,B.1.617.2+AY.* (Delta),27,79.41176470588235,Delta
2021-10-01,Norte,Roraima,P.1.* (Gama),7,20.588235294117645,Gama
2021-10-01,Norte,Tocantins,B.1.617.2+AY.* (Delta),74,97.36842105263158,Delta
2021-10-01,Norte,Tocantins,P.1.* (Gama),2,2.631578947368421,Gama
2021-10-01,Sudeste,Espírito Santo,B.1.617.2+AY.* (Delta),307,100.0,Delta
2021-10-01,Sudeste,Minas Gerais,B.1.617.2+AY.* (Delta),209,98.58490566037736,Delta
2021-10-01,Sudeste,Minas Gerais,P.1.* (Gama),3,1.4150943396226416,Gama
2021-10-01,Sudeste,Rio de Janeiro,B.1.617.2+AY.* (Delta),930,99.2529348986126,Delta
2021-10-01,Sudeste,Rio de Janeiro,Outras,2,0.21344717182497333,Outras
2021-10-01,Sudeste,Rio de Janeiro,P.1.* (Gama),5,0.5336179295624333,Gama
2021-10-01,Sudeste,São Paulo,B.1.617.2+AY.* (Delta),4311,99.24033149171271,Delta
2021-10-01,Sudeste,São Paulo,Outras,1,0.02302025782688766,Outras
2021-10-01,Sudeste,São Paulo,P.1.* (Gama),32,0.7366482504604052,Gama
2021-10-01,Sul,Paraná,B.1.617.2+AY.* (Delta),322,99.07692307692308,Delta
2021-10-01,Sul,Paraná,Outras,1,0.3076923076923077,Outras
2021-10-01,Sul,Paraná,P.1.* (Gama),2,0.6153846153846154,Gama
2021-10-01,Sul,Rio Grande do Sul,B.1.617.2+AY.* (Delta),214,97.71689497716895,Delta
2021-10-01,Sul,Rio Grande do Sul,BA.1.* (Omicron),1,0.45662100456621,Omicron
2021-10-01,Sul,Rio Grande do Sul,Outras,1,0.45662100456621,Outras
2021-10-01,Sul,Rio Grande do Sul,P.1.* (Gama),3,1.36986301369863,Gama
2021-10-01,Sul,Santa Catarina,B.1.617.2+AY.* (Delta),694,99.00142653352354,Delta
2021-10-01,Sul,Santa Catarina,P.1.* (Gama),7,0.9985734664764622,Gama
2022-10-01,Centro-oeste,Distrito Federal,BA.4.* (Omicron),1,2.7777777777777777,Omicron
2022-10-01,Centro-oeste,Distrito Federal,BA.5.* (Omicron),33,91.66666666666666,Omicron
2022-10-01,Centro-oeste,Distrito Federal,Outras,2,5.555555555555555,Outras
2022-10-01,Centro-oeste,Goiás,BA.5.* (Omicron),1,100.0,Omicron
2022-10-01,Centro-oeste,Mato Grosso,BA.5.* (Omicron),1,100.0,Omicron
2022-10-01,Centro-oeste,Mato Grosso do Sul,BA.5.* (Omicron),4,100.0,Omicron
2022-10-01,Nordeste,Alagoas,BA.5.* (Omicron),1,100.0,Omicron
2022-10-01,Nordeste,Bahia,BA.5.* (Omicron),17,94.44444444444444,Omicron
2022-10-01,Nordeste,Bahia,Outras,1,5.555555555555555,Outras
2022-10-01,Nordeste,Ceará,BA.1.* (Omicron),2,18.181818181818183,Omicron
2022-10-01,Nordeste,Ceará,BA.4.* (Omicron),4,36.36363636363637,Omicron
2022-10-01,Nordeste,Ceará,BA.5.* (Omicron),5,45.45454545454545,Omicron
2022-10-01,Nordeste,Maranhão,BA.5.* (Omicron),1,100.0,Omicron
2022-10-01,Nordeste,Paraíba,BA.1.* (Omicron),1,11.11111111111111,Omicron
2022-10-01,Nordeste,Paraíba,BA.4.* (Omicron),2,22.22222222222222,Omicron
2022-10-01,Nordeste,Paraíba,BA.5.* (Omicron),6,66.66666666666666,Omicron
2022-10-01,Nordeste,Pernambuco,BA.4.* (Omicron),2,1.7543859649122806,Omicron
